id;name;slug;user_id;logo_url;enabled;created_at;service_active;google_maps_url;phone
7b0f107b-6f09-4319-81b7-e9db1697f011;La Bici;labici;ce709e1b-b7b2-410f-8bb9-3be91748b591;;true;2025-12-07 19:33:21.187335+00;true;https://maps.app.goo.gl/aksXLPbrTtEsBxQt9;
b3d0fe5b-6b42-4472-a8a4-37f62fdb01a5;Hilda Cafecito;hilda;d69d8562-c94b-48a5-8f9c-1b3a710d25ef;;true;2025-12-07 23:38:39.583992+00;true;https://maps.app.goo.gl/YaTKsa1cgJSBX4QF6?g_st=ipc;
